title_and_specs,author,urls,avg_rating,num_ratings,date_published,booktok_popularity,num_pages,top_genre,title,series_format
"Thunderhead (Arc of a Scythe, #2)",NEAL SHUSTERMAN,https://www.goodreads.com/book/show/33555224-thunderhead,4.43,"                119,716",2018,1106,504,Young Adult,THUNDERHEAD,"Arc of a Scythe, #2"
"Broken Throne (Red Queen, #4.5)",VICTORIA AVEYARD,https://www.goodreads.com/book/show/42083967-broken-throne,3.93,"                24,626",2019,1107,400,Fantasy,BROKEN THRONE,"Red Queen, #4.5"
"City of Ashes (The Mortal Instruments, #2)",CASSANDRA CLARE,https://www.goodreads.com/book/show/1582996.City_of_Ashes,4.13,"                852,165",2008,1108,453,Fantasy,CITY OF ASHES,"The Mortal Instruments, #2"
Winterwood (Hardcover),SHEA ERNSHAW,https://www.goodreads.com/book/show/43822698-winterwood,3.86,"                17,198",2019,1109,323,Fantasy,WINTERWOOD,Hardcover
"Ruthless Knight (Royal Hearts Academy, #2)",ASHLEY JADE,https://www.goodreads.com/book/show/50877284-ruthless-knight,4.34,"                15,908",2020,1110,608,Romance,RUTHLESS KNIGHT,"Royal Hearts Academy, #2"
"The Girl in the Tower (The Winternight Trilogy, #2)",KATHERINE ARDEN,https://www.goodreads.com/book/show/34050917-the-girl-in-the-tower,4.34,"                79,362",2017,1111,360,Fantasy,THE GIRL IN THE TOWER,"The Winternight Trilogy, #2"
"The Other Side of the Sky (The Other Side of the Sky, #1)",AMIE KAUFMAN,https://www.goodreads.com/book/show/40599772-the-other-side-of-the-sky,3.9,"                4,109",2020,1112,432,Fantasy,THE OTHER SIDE OF THE SKY,"The Other Side of the Sky, #1"
Love From A to Z (Kindle Edition),SK ALI,https://www.goodreads.com/book/show/40148146-love-from-a-to-z,4.16,"                14,235",2019,1113,384,Romance,LOVE FROM A TO Z,Kindle Edition
"These Feathered Flames (These Feathered Flames, #1)",ALEXANDRA OVERY,https://www.goodreads.com/book/show/50798935-these-feathered-flames,3.84,"                1,663",2021,1114,496,Fantasy,THESE FEATHERED FLAMES,"These Feathered Flames, #1"
She's Too Pretty to Burn (Hardcover),WENDY HEARD,https://www.goodreads.com/book/show/51591602-she-s-too-pretty-to-burn,3.62,"                4,473",2021,1115,336,LGBT,SHE'S TOO PRETTY TO BURN,Hardcover
A Kingdom of Exiles (Outcast #1),SB NOVA,https://www.goodreads.com/book/show/37584808-a-kingdom-of-exiles,4.13,"                6,290",2017,1116,600,Fantasy,A KINGDOM OF EXILES,Outcast #1
The Leaving (Hardcover),TARA ALTEBRANDO,https://www.goodreads.com/book/show/26073074-the-leaving,3.42,"                14,125",2016,1117,421,Mystery,THE LEAVING,Hardcover
Emergency Contact (Hardcover),MARY HK CHOI,https://www.goodreads.com/book/show/35297272-emergency-contact,3.67,"                36,895",2018,1118,394,Romance,EMERGENCY CONTACT,Hardcover
"The Princess Will Save You (Kingdoms of Sand and Sky, #1)",SARAH HENNING,https://www.goodreads.com/book/show/43603825-the-princess-will-save-you,3.55,"                3,323",2020,1119,368,Fantasy,THE PRINCESS WILL SAVE YOU,"Kingdoms of Sand and Sky, #1"
Everyone in This Room Will Someday Be Dead (Hardcover),EMILY R AUSTIN,https://www.goodreads.com/book/show/55711706-everyone-in-this-room-will-someday-be-dead,3.84,"                18,477",2021,1120,256,Fiction,EVERYONE IN THIS ROOM WILL SOMEDAY BE DEAD,Hardcover
Pack Up the Moon (Paperback),KRISTAN HIGGINS,https://www.goodreads.com/book/show/55445159-pack-up-the-moon,4.31,"                9,238",2021,1121,480,Romance,PACK UP THE MOON,Paperback
The Four Leaf (Kindle Edition),LEE JACQUOT,https://www.goodreads.com/book/show/60237051-the-four-leaf,3.85,"                5,934",hed ,1122,106,Romance,THE FOUR LEAF,Kindle Edition
Say You Swear,MEAGAN BRANDY,https://www.goodreads.com/book/show/58925247-say-you-swear,4.55,"                12,662",2022,1123,Non,Romance,SAY YOU SWEAR,
"City of Gods and Monsters (House of Devils, #1)",KAYLA EDWARDS,https://www.goodreads.com/book/show/59820919-city-of-gods-and-monsters,4.01,"                1,211",hed ,1124,760,Fantasy,CITY OF GODS AND MONSTERS,"House of Devils, #1"
"Make Me Lie (Rich Demons of Darkwood, #1)",CR JANE,https://www.goodreads.com/book/show/58702791-make-me-lie,4.26,"                1,675",2021,1125,Non,Polyamorous,MAKE ME LIE,"Rich Demons of Darkwood, #1"
The Book of Azrael (Gods and Monsters #1),AMBER NICOLE,https://www.goodreads.com/book/show/59986018-the-book-of-azrael,4.28,                820,hed ,1126,841,Fantasy,THE BOOK OF AZRAEL,Gods and Monsters #1
Set on You (Paperback),AMY LEA,https://www.goodreads.com/book/show/58784485-set-on-you,3.82,"                4,588",2022,1127,384,Romance,SET ON YOU,Paperback
"Empire of Sin (Empire, #2)",RINA KENT,https://www.goodreads.com/book/show/58511140-empire-of-sin,4.12,"                8,102",2022,1128,406,Romance,EMPIRE OF SIN,"Empire, #2"
Darling Girl: A Novel of Peter Pan (Hardcover),LIZ MICHALSKI,https://www.goodreads.com/book/show/58065362-darling-girl,3.62,"                7,243",hed ,1129,352,Fantasy,DARLING GIRL: A NOVEL OF PETER PAN,Hardcover
"The Secrets in Shadow and Blood (Season of the Vampire, #1; Fae Guardians, #4)",LANA PECHERCZYK,https://www.goodreads.com/book/show/56872103-the-secrets-in-shadow-and-blood,4.14,"                2,395",2021,1130,415,Fantasy,THE SECRETS IN SHADOW AND BLOOD,"Season of the Vampire, #1; Fae Guardians, #4"
The Girl Who Fell Beneath the Sea (Hardcover),AXIE OH,https://www.goodreads.com/book/show/56978100-the-girl-who-fell-beneath-the-sea,4.19,"                12,658",2022,1131,336,Fantasy,THE GIRL WHO FELL BENEATH THE SEA,Hardcover
"A Broken Blade (The Halfling Saga, #1)",MELISSA BLAIR,https://www.goodreads.com/book/show/59739150-a-broken-blade,4.24,"                1,162",2021,1132,Non,Fantasy,A BROKEN BLADE,"The Halfling Saga, #1"
My Best Friend's Sister (Kindle Edition),QB TYLER,https://www.goodreads.com/book/show/50028485-my-best-friend-s-sister,3.53,"                4,210",2017,1133,108,Romance,MY BEST FRIEND'S SISTER,Kindle Edition
"Broken Bonds (The Bonds that Tie, #1)",J BREE,https://www.goodreads.com/book/show/58081613-broken-bonds,4.48,"                11,749",2021,1134,425,Polyamorous,BROKEN BONDS,"The Bonds that Tie, #1"
When I Was Yours (Kindle Edition),SAMANTHA TOWLE,https://www.goodreads.com/book/show/26889041-when-i-was-yours,3.94,"                7,940",2015,1135,347,Romance,WHEN I WAS YOURS,Kindle Edition
There's Always Someday (Paperback),HARLOE RAE,https://www.goodreads.com/book/show/58503070-there-s-always-someday,3.58,"                3,299",hed ,1136,332,Romance,THERE'S ALWAYS SOMEDAY,Paperback
"Until Tomorrow Comes (Beauty in Lies, #1)",ADELAIDE FORREST,https://www.goodreads.com/book/show/56568381-until-tomorrow-comes,4.08,"                3,292",2021,1137,271,Dark,UNTIL TOMORROW COMES,"Beauty in Lies, #1"
"The Bully (Kingmakers, #3)",SOPHIE LARK,https://www.goodreads.com/book/show/57731869-the-bully,4.38,"                10,588",2021,1138,372,Romance,THE BULLY,"Kingmakers, #3"
The Final Girl Support Group (Hardcover),GRADY HENDRIX,https://www.goodreads.com/book/show/55829194-the-final-girl-support-group,3.58,"                57,376",2021,1139,352,Horror,THE FINAL GIRL SUPPORT GROUP,Hardcover
"Wounded Kiss (To Be Claimed, #1)",WILLOW WINTERS,https://www.goodreads.com/book/show/55780362-wounded-kiss,3.57,"                2,491",hed ,1140,Non,Fantasy,WOUNDED KISS,"To Be Claimed, #1"
"The Confession Duet (Club Alias, #1; Confession Duet, #1-2)",KD ROBICHAUX,https://www.goodreads.com/book/show/35286449-the-confession-duet,4.22,"                2,456",hed ,1141,306,Romance,THE CONFESSION DUET,"Club Alias, #1; Confession Duet, #1-2"
Keeping My Bride (Kindle Edition),ANGELA SNYDER,https://www.goodreads.com/book/show/58710714-keeping-my-bride,3.74,"                2,444",hed ,1142,Non,Romance,KEEPING MY BRIDE,Kindle Edition
"Prince Charming (Cinderella, #2)",K WEBSTER,https://www.goodreads.com/book/show/55509539-prince-charming,4.15,"                4,775",2021,1143,248,Romance,PRINCE CHARMING,"Cinderella, #2"
Inevitable (Kindle Edition),KRISTEN GRANATA,https://www.goodreads.com/book/show/57626816-inevitable,3.33,"                2,108",hed ,1144,Non,Romance,INEVITABLE,Kindle Edition
"Nyx (Dark and Dirty Sinners' MC, #1)",SERENA AKEROYD,https://www.goodreads.com/book/show/57227062-nyx,4.13,"                5,236",2020,1145,294,Romance,NYX,"Dark and Dirty Sinners' MC, #1"
"Saint (Priest, #3)",SIERRA SIMONE,https://www.goodreads.com/book/show/58131787-saint,4.23,"                3,931",2021,1146,415,Romance,SAINT,"Priest, #3"
"Wreck & Ruin (Blue Angels Motorcycle Club, #1)",EMMA SLATE,https://www.goodreads.com/book/show/48746342-wreck-ruin,4.2,"                6,134",2019,1147,466,Romance,WRECK & RUIN,"Blue Angels Motorcycle Club, #1"
"Famine (The Four Horsemen, #3)",LAURA THALASSA,https://www.goodreads.com/book/show/49480530-famine,4.22,"                20,617",2020,1148,472,Fantasy,FAMINE,"The Four Horsemen, #3"
"The Viscount Who Loved Me (Bridgertons, #2)",JULIA QUINN,https://www.goodreads.com/book/show/861326.The_Viscount_Who_Loved_Me,4.05,"                229,344",2000,1149,354,Romance,THE VISCOUNT WHO LOVED ME,"Bridgertons, #2"
"Powerless (Powerless, #1)",LAUREN ROBERTS,https://www.goodreads.com/book/show/58757722-powerless,4.95,"                2,768",hed ,1150,Non,Fantasy,POWERLESS,"Powerless, #1"
Animal (Hardcover),LISA TADDEO,https://www.goodreads.com/book/show/55711559-animal,3.73,"                18,514",2021,1151,336,Fiction,ANIMAL,Hardcover
"The Assassin and the Underworld (Throne of Glass, #0.4)",SARAH J MAAS,https://www.goodreads.com/book/show/13546173-the-assassin-and-the-underworld,4.36,"                33,348",2012,1152,102,Fantasy,THE ASSASSIN AND THE UNDERWORLD,"Throne of Glass, #0.4"
We Have Always Lived in the Castle (Paperback),SHIRLEY JACKSON,https://www.goodreads.com/book/show/89724.We_Have_Always_Lived_in_the_Castle,3.97,"                160,010",1962,1153,146,Horror,WE HAVE ALWAYS LIVED IN THE CASTLE,Paperback
Dynasty (Boys of Winter #1),SHERIDAN ANNE,https://www.goodreads.com/book/show/56430997-dynasty,4.2,"                6,514",2021,1154,326,Polyamorous,DYNASTY,Boys of Winter #1
"The Gilded Cage (The Prison Healer, #2)",LYNETTE NONI,https://www.goodreads.com/book/show/50882354-the-gilded-cage,4.41,"                8,027",2021,1155,448,Fantasy,THE GILDED CAGE,"The Prison Healer, #2"
The Marrow Thieves (Paperback),CHERIE DIMALINE,https://www.goodreads.com/book/show/34649348-the-marrow-thieves,4.03,"                23,996",2017,1156,234,Young Adult,THE MARROW THIEVES,Paperback
Less (Kindle Edition),ANDREW SEAN GREER,https://www.goodreads.com/book/show/39927096-less,3.66,"                161,158",2017,1157,273,Fiction,LESS,Kindle Edition
The Fae King's Curse (Between Dawn and Dusk #1),JAMIE SCHLOSSER,https://www.goodreads.com/book/show/50231193-the-fae-king-s-curse,3.93,"                5,125",2020,1158,281,Fantasy,THE FAE KING'S CURSE,Between Dawn and Dusk #1
"Malice (Malice Mafia, #1)",CORALEE JUNE,https://www.goodreads.com/book/show/57102723-malice,4.09,"                5,712",hed ,1159,413,Polyamorous,MALICE,"Malice Mafia, #1"
Code Name Verity (Paperback),ELIZABETH WEIN,https://www.goodreads.com/book/show/11925514-code-name-verity,4.02,"                108,482",2012,1160,452,Historical,CODE NAME VERITY,Paperback
"Hero (The Morgan Brothers, #1)",LAUREN ROWE,https://www.goodreads.com/book/show/39107847-hero,4.08,"                7,696",2018,1161,412,Romance,HERO,"The Morgan Brothers, #1"
"Devious Little Liars (Saint View High, #1)",ELLE THORPE,https://www.goodreads.com/book/show/53597452-devious-little-liars,4.12,"                5,152",2020,1162,227,Polyamorous,DEVIOUS LITTLE LIARS,"Saint View High, #1"
The Argonauts (Hardcover),MAGGIE NELSON,https://www.goodreads.com/book/show/22929741-the-argonauts,4.02,"                39,708",2015,1163,160,Nonfiction,THE ARGONAUTS,Hardcover
Stardust (Paperback),NEIL GAIMAN,https://www.goodreads.com/book/show/16793.Stardust,4.09,"                404,473",1998,1164,248,Fantasy,STARDUST,Paperback
The Anthropocene Reviewed (Hardcover),JOHN GREEN,https://www.goodreads.com/book/show/55145261-the-anthropocene-reviewed,4.4,"                58,333",2021,1165,293,Nonfiction,THE ANTHROPOCENE REVIEWED,Hardcover
"Mr. Sin (Sin, #1)",SJ TILLY,https://www.goodreads.com/book/show/57169309-mr-sin,4.08,"                2,036",hed ,1166,335,Romance,MR. SIN,"Sin, #1"
"The Takeover (The Miles High Club, #2)",TL SWAN,https://www.goodreads.com/book/show/52276459-the-takeover,4.49,"                42,353",2020,1167,477,Romance,THE TAKEOVER,"The Miles High Club, #2"
"Stalked by the Kraken (Monstrous Matches, #1)",LILLIAN LARK,https://www.goodreads.com/book/show/58193892-stalked-by-the-kraken,4.04,"                4,483",2021,1168,252,Romance,STALKED BY THE KRAKEN,"Monstrous Matches, #1"
"Throne of Power (Throne Duet, #1)",RINA KENT,https://www.goodreads.com/book/show/55855966-throne-of-power,4.03,"                7,095",2021,1169,316,Romance,THRONE OF POWER,"Throne Duet, #1"
The Undocumented Americans (Hardcover),KARLA CORNEJO VILLAVICENCIO,https://www.goodreads.com/book/show/41880092-the-undocumented-americans,4.43,"                16,431",2020,1170,208,Nonfiction,THE UNDOCUMENTED AMERICANS,Hardcover
"Beneath the Stars (Sugarlake, #1)",EMILY MCINTIRE,https://www.goodreads.com/book/show/53286911-beneath-the-stars,3.93,"                7,021",hed ,1171,408,Romance,BENEATH THE STARS,"Sugarlake, #1"
When Stars Burn Out (Paperback),CARRIE AARONS,https://www.goodreads.com/book/show/38768733-when-stars-burn-out,3.56,"                2,706",2018,1172,218,Romance,WHEN STARS BURN OUT,Paperback
Lord of Eternal Night (Darkmourn Universe #1),BEN ALDERSON,https://www.goodreads.com/book/show/57996660-lord-of-eternal-night,3.68,"                2,224",2021,1173,302,Fantasy,LORD OF ETERNAL NIGHT,Darkmourn Universe #1
The Taking of Jake Livingston (Hardcover),RYAN DOUGLASS,https://www.goodreads.com/book/show/39085455-the-taking-of-jake-livingston,3.48,"                7,686",2021,1174,246,Horror,THE TAKING OF JAKE LIVINGSTON,Hardcover
The Virgin Suicides (Paperback),JEFFREY EUGENIDES,https://www.goodreads.com/book/show/10956.The_Virgin_Suicides,3.83,"                262,151",1993,1175,250,Fiction,THE VIRGIN SUICIDES,Paperback
"Cruel King (Royal Elite, #0)",RINA KENT,https://www.goodreads.com/book/show/53197295-cruel-king,4.12,"                15,663",2019,1176,358,Romance,CRUEL KING,"Royal Elite, #0"
The Dictionary of Lost Words (Paperback),PIP WILLIAMS,https://www.goodreads.com/book/show/49354511-the-dictionary-of-lost-words,4.14,"                49,003",2020,1177,384,Historical,THE DICTIONARY OF LOST WORDS,Paperback
If This Gets Out (Hardcover),SOPHIE GONZALES,https://www.goodreads.com/book/show/54738255-if-this-gets-out,4.04,"                12,465",2021,1178,404,Romance,IF THIS GETS OUT,Hardcover
The Girls (Hardcover),EMMA CLINE,https://www.goodreads.com/book/show/26893819-the-girls,3.49,"                185,803",2016,1179,355,Fiction,THE GIRLS,Hardcover
Beasts of Prey (Hardcover),AYANA GRAY,https://www.goodreads.com/book/show/56552953-beasts-of-prey,4.03,"                4,302",2021,1180,496,Fantasy,BEASTS OF PREY,Hardcover
"Conventionally Yours (True Colors, #1)",ANNABETH ALBERT,https://www.goodreads.com/book/show/49811667-conventionally-yours,3.88,"                10,182",2020,1181,389,Romance,CONVENTIONALLY YOURS,"True Colors, #1"
How to Fail at Flirting (Paperback),DENISE WILLIAMS,https://www.goodreads.com/book/show/52057698-how-to-fail-at-flirting,3.82,"                22,183",2020,1182,343,Romance,HOW TO FAIL AT FLIRTING,Paperback
"The Dragon Republic (The Poppy War, #2)",RF KUANG,https://www.goodreads.com/book/show/41118857-the-dragon-republic,4.39,"                48,084",2019,1183,658,Fantasy,THE DRAGON REPUBLIC,"The Poppy War, #2"
The Ghosts We Keep (Hardcover),MASON DEAVER,https://www.goodreads.com/book/show/49439243-the-ghosts-we-keep,4.09,"                3,136",2021,1184,336,LGBT,THE GHOSTS WE KEEP,Hardcover
Underneath the Sycamore Tree (Kindle Edition),B CELESTE,https://www.goodreads.com/book/show/52017136-underneath-the-sycamore-tree,4.29,"                6,734",2019,1185,414,Romance,UNDERNEATH THE SYCAMORE TREE,Kindle Edition
"Wicked (A Wicked Trilogy, #1)",JENNIFER L ARMENTROUT,https://www.goodreads.com/book/show/22895264-wicked,3.99,"                43,530",2014,1186,376,Fantasy,WICKED,"A Wicked Trilogy, #1"
How It Feels to Float (Hardcover),HELENA FOX,https://www.goodreads.com/book/show/41454344-how-it-feels-to-float,4.01,"                5,905",2019,1187,384,Young Adult,HOW IT FEELS TO FLOAT,Hardcover
"Les Disparus du Clairdelune (La Passe-Miroir, #2)",CHRISTELLE DABOS,https://www.goodreads.com/book/show/26008840-les-disparus-du-clairdelune,4.5,"                41,999",2015,1188,560,Fantasy,LES DISPARUS DU CLAIRDELUNE,"La Passe-Miroir, #2"
I Need You To Hate Me (Kindle Edition),GENICIOUS FOX,https://www.goodreads.com/book/show/57662980-i-need-you-to-hate-me,4.1,"                4,728",2021,1189,354,Romance,I NEED YOU TO HATE ME,Kindle Edition
"Capturing the Devil (Stalking Jack the Ripper, #4)",KERRI MANISCALCO,https://www.goodreads.com/book/show/37539001-capturing-the-devil,4.24,"                25,063",2019,1190,453,Historical,CAPTURING THE DEVIL,"Stalking Jack the Ripper, #4"
"Love Her or Lose Her (Hot & Hammered, #2)",TESSA BAILEY,https://www.goodreads.com/book/show/44148563-love-her-or-lose-her,3.67,"                34,535",2020,1191,336,Romance,LOVE HER OR LOSE HER,"Hot & Hammered, #2"
"The Wolf of Oren-Yaro (Chronicles of the Bitch Queen, #1)",KS VILLOSO,https://www.goodreads.com/book/show/46207682-the-wolf-of-oren-yaro,3.69,"                2,451",2018,1192,496,Fantasy,THE WOLF OF OREN-YARO,"Chronicles of the Bitch Queen, #1"
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma (Hardcover)",BESSEL VAN DER KOLK,https://www.goodreads.com/book/show/18693771-the-body-keeps-the-score,4.48,"                89,222",2014,1193,464,Nonfiction,"THE BODY KEEPS THE SCORE: BRAIN, MIND, AND BODY IN THE HEALING OF TRAUMA",Hardcover
New Moon (Hardcover),STEPHENIE MEYER,https://www.goodreads.com/book/show/49041.New_Moon,3.57,"                1,695,318",2006,1194,563,Young Adult,NEW MOON,Hardcover
"A Conjuring of Light (Shades of Magic, #3)",VE SCHWAB,https://www.goodreads.com/book/show/29939230-a-conjuring-of-light,4.33,"                120,715",2017,1195,624,Fantasy,A CONJURING OF LIGHT,"Shades of Magic, #3"
