title_and_specs,author,urls,avg_rating,num_ratings,date_published,booktok_popularity,num_pages,top_genre,title,series_format,rank,rank_last_week,weeks_on_list,primary_isbn13,publisher,description,book_image,amazon_product_url,week,nyt_list
,JAMIE MCGUIRE,,,,,,,,A BEAUTIFUL WEDDING,,11.0,0.0,1.0,9781476759555,Atria,"What really happened on the day, and night, of Abby and Travis’s elopement; a Beautiful Disaster novella.",https://storage.googleapis.com/du-prd/books/images/9781476759555.jpg,http://www.amazon.com/Beautiful-Wedding-Novella-Maddox-Brothers-ebook/dp/B00FCAW93O?tag=NYTBSREV-20,2013-12-29,Combined Print & E-Book Fiction
,LAURANN DOHNER,,,,,,,,TRUE,,14.0,0.0,1.0,9781419939754,Ellora's Cave,"Jeanie loves a New Species and is willing to pay for that love with pain, tears and heartbreak; Book 11 of the New Species series.",https://storage.googleapis.com/du-prd/books/images/9781419939754.jpg,http://www.amazon.com/True-New-Species-Laurann-Dohner-ebook/dp/B00G6MYKYS?tag=NYTBSREV-20,2013-12-29,Combined Print & E-Book Fiction
,MICHAEL CONNELLY,,,,,,,,THE GODS OF GUILT,,1.0,0.0,1.0,9780316069502,"Little, Brown","Mickey Haller, a.k.a. the Lincoln lawyer, defends a “digital pimp” accused of murder.",https://storage.googleapis.com/du-prd/books/images/9780316069502.jpg,http://www.amazon.com/Gods-Guilt-Lincoln-Lawyer-Novel/dp/1455575992?tag=NYTBSREV-20,2013-12-22,Combined Print & E-Book Fiction
,TOM CLANCY WITH MARK GREANEY,,,,,,,,COMMAND AUTHORITY,,2.0,0.0,1.0,9781101636497,Putnam,"President Jack Ryan and his son, a covert intelligence expert, try to counter a Russian threat in Clancy’s last novel before his death.",https://storage.googleapis.com/du-prd/books/images/9781101636497.jpg,http://www.amazon.com/Command-Authority-Jack-Ryan-Novel-ebook/dp/B00EOARZ4G?tag=NYTBSREV-20,2013-12-22,Combined Print & E-Book Fiction
,SYLVAIN REYNARD,,,,,,,,GABRIEL'S REDEMPTION,,8.0,0.0,1.0,9781101616697,Berkley,"Prof. Gabriel Emerson has started a new life with his beloved Julia, but an old nemesis is intent on humiliating her and exposing one of Gabriel’s darkest secrets.",https://storage.googleapis.com/du-prd/books/images/9781101616697.jpg,http://www.amazon.com/Gabriels-Redemption-Inferno-Trilogy-ebook/dp/B00CDUVUP4?tag=NYTBSREV-20,2013-12-22,Combined Print & E-Book Fiction
,J KENNER,,,,,,,,TAKE ME,,10.0,0.0,1.0,9780804180429,Bantam,The story of Damien Stark and Nikki Fairchild continues; a Stark novella.,https://storage.googleapis.com/du-prd/books/images/9780804180429.jpg,http://www.amazon.com/Take-Stark-Novella-The-Trilogy-ebook/dp/B00FO60CH6?tag=NYTBSREV-20,2013-12-22,Combined Print & E-Book Fiction
,JESSICA SORENSEN,,,,,,,,THE EVER AFTER OF ELLA AND MICHA,,15.0,0.0,1.0,9781455582679,Forever,It promises to be a perfect Christmas until the arrival of an unexpected package.,https://storage.googleapis.com/du-prd/books/images/9781455582679.jpg,http://www.amazon.com/The-Ever-After-Ella-Micha-ebook/dp/B00DY8HANK?tag=NYTBSREV-20,2013-12-22,Combined Print & E-Book Fiction
,JAMES PATTERSON,,,,,,,,CROSS MY HEART,,1.0,0.0,1.0,9780316210928,"Little, Brown",Alex Cross’s family is threatened.,https://storage.googleapis.com/du-prd/books/images/9780316210911.jpg,http://www.amazon.com/Cross-My-Heart-Alex-ebook/dp/B00BAXFAVK?tag=NYTBSREV-20,2013-12-15,Combined Print & E-Book Fiction
,KATY EVANS,,,,,,,,REMY,,8.0,0.0,1.0,9781476755663,Gallery Books,"The intense relationship of Brooke Dumas and the underground circuit fighter Remington Tate, seen through Remington’s eyes.",https://storage.googleapis.com/du-prd/books/images/9781476755663.jpg,http://www.amazon.com/Remy-The-REAL-Katy-Evans-ebook/dp/B00D0MZXE8?tag=NYTBSREV-20,2013-12-15,Combined Print & E-Book Fiction
,SANDI LYNN,,,,,,,,FOREVER US,,10.0,0.0,1.0,A00B00DQC67EW,Sandi Lynn,The story of Connor and Ellery Black continues in the last installment of the Forever trilogy.,https://storage.googleapis.com/du-prd/books/images/A00B00DQC67EW.jpg,http://www.amazon.com/Forever-Us-Trilogy-3-ebook/dp/B00DQC67EW?tag=NYTBSREV-20,2013-12-15,Combined Print & E-Book Fiction
,ADRIANA TRIGIANI,,,,,,,,THE SUPREME MACARONI COMPANY,,15.0,0.0,1.0,9780062136602,Harper,"Tensions arise when Valentine Roncalli, a Greenwich Village shoe designer, marries a handsome Italian, and the two must balance careers, countries and families. The final book in the Valentine trilogy.",https://storage.googleapis.com/du-prd/books/images/9780062136602.jpg,http://www.amazon.com/The-Supreme-Macaroni-Company-Novel-ebook/dp/B00CO4KB9A?tag=NYTBSREV-20,2013-12-15,Combined Print & E-Book Fiction
,JANET EVANOVICH,,,,,,,,TAKEDOWN TWENTY,,1.0,0.0,1.0,9780345542908,Bantam,The New Jersey bounty hunter Stephanie Plum pursues a mobster on the lam.,https://storage.googleapis.com/du-prd/books/images/9780345542892.jpg,http://www.amazon.com/Takedown-Twenty-Stephanie-Janet-Evanovich/dp/0345542894?tag=NYTBSREV-20,2013-12-08,Combined Print & E-Book Fiction
,DAVID BALDACCI,,,,,,,,KING AND MAXWELL,,2.0,0.0,1.0,9781455521227,Grand Central,"Sean King and Michelle Maxwell, former Secret Service agents turned private investigators, scrutinize a soldier’s mysterious death in Afghanistan.",https://storage.googleapis.com/du-prd/books/images/9781455521227.jpg,http://www.amazon.com/King-Maxwell-David-Baldacci/dp/1455521310?tag=NYTBSREV-20,2013-12-08,Combined Print & E-Book Fiction
,CHRISTINA LAUREN,,,,,,,,BEAUTIFUL BEGINNING,,9.0,0.0,1.0,9781476751740,Simon & Schuster,The next installment in the Beautiful Bastard series.,https://storage.googleapis.com/du-prd/books/images/9781476751740.jpg,http://www.amazon.com/Beautiful-Beginning-The-Series-ebook/dp/B00CGWSE1C?tag=NYTBSREV-20,2013-12-08,Combined Print & E-Book Fiction
,PATRICIA CORNWELL,,,,,,,,DUST,,2.0,0.0,1.0,9781101636428,Putnam,The murder of a computer engineer at M.I.T. leads the Massachusetts Chief Medical Examiner Kay Scarpetta in unexpected directions.,https://storage.googleapis.com/du-prd/books/images/9781101636428.jpg,http://www.amazon.com/Dust-Scarpetta-Novel-Patricia-Cornwell-ebook/dp/B00C5R7B0I?tag=NYTBSREV-20,2013-12-01,Combined Print & E-Book Fiction
,DOUGLAS PRESTON AND LINCOLN CHILD,,,,,,,,WHITE FIRE,,3.0,0.0,1.0,9781455525850,Grand Central,Special Agent Pendergast learns that the killing of several miners 150 years ago may be related to deadly arson attacks at a Colorado ski resort. ,https://storage.googleapis.com/du-prd/books/images/9781455525843.jpg,http://www.amazon.com/White-Fire-Pendergast-Douglas-Preston/dp/1455525847?tag=NYTBSREV-20,2013-12-01,Combined Print & E-Book Fiction
,MITCH ALBOM,,,,,,,,THE FIRST PHONE CALL FROM HEAVEN,,4.0,0.0,1.0,9780062294371,Harper,A small Michigan town is transformed when its residents receive phone calls said to be from heaven.,https://storage.googleapis.com/du-prd/books/images/9780062294395.jpg,http://www.amazon.com/The-First-Phone-Call-Heaven/dp/0062294377?tag=NYTBSREV-20,2013-12-01,Combined Print & E-Book Fiction
,MELODY ANNE,,,,,,,,SCORCHED,,6.0,0.0,1.0,9781938786945,Gossamer,"Book 4 of the Surrender series concludes the stories of three women, Rachel, Lia and Ari.",https://storage.googleapis.com/du-prd/books/images/9781938786945.jpg,http://www.amazon.com/Scorched-Surrender-Book-Melody-Anne-ebook/dp/B00EV8ETK4?tag=NYTBSREV-20,2013-12-01,Combined Print & E-Book Fiction
,CLIVE CUSSLER WITH JACK DU BRUL,,,,,,,,MIRAGE,,2.0,0.0,1.0,9781101635650,Putnam,Juan Cabrillo and the crew of the Oregon probe the disappearance of an American destroyer in 1943. ,https://storage.googleapis.com/du-prd/books/images/9780399158087.jpg,http://www.amazon.com/Mirage-Oregon-Files-Clive-Cussler/dp/0399158081?tag=NYTBSREV-20,2013-11-24,Combined Print & E-Book Fiction
,J A REDMERSKI,,,,,,,,THE EDGE OF ALWAYS,,5.0,0.0,1.0,9781455549016,Grand Central,"A sequel to ""The Edge of Never"" finds Camryn and Andrew about to embark on a new journey to save their relationship.",https://storage.googleapis.com/du-prd/books/images/9781455549016.jpg,http://www.amazon.com/The-Edge-Always-J-A-Redmerski-ebook/dp/B00BOTU4E8?tag=NYTBSREV-20,2013-11-24,Combined Print & E-Book Fiction
,AMY TAN,,,,,,,,THE VALLEY OF AMAZEMENT,,6.0,0.0,1.0,9780062107336,Ecco/HarperCollins,The author of “The Joy Luck Club” follows mother and daughter courtesans over four decades.,https://storage.googleapis.com/du-prd/books/images/9780062107312.jpg,http://www.amazon.com/The-Valley-Amazement-Amy-Tan-ebook/dp/B00BATG18K?tag=NYTBSREV-20,2013-11-24,Combined Print & E-Book Fiction
,KATY EVANS,,,,,,,,MINE,,7.0,0.0,1.0,9781476755632,Simon & Schuster,"In this sequel to ""Real,"" Brooke Dumas strives to overcome difficulties difficulties in her relationship with a star of the underground fighting circuit.",https://storage.googleapis.com/du-prd/books/images/9781476755632.jpg,http://www.amazon.com/Mine-The-REAL-Katy-Evans-ebook/dp/B00D0MZXCA?tag=NYTBSREV-20,2013-11-24,Combined Print & E-Book Fiction
,FANNIE FLAGG,,,,,,,,THE ALL-GIRL FILLING STATION'S LAST REUNION,,9.0,0.0,1.0,9780812994636,Random House,A Southern woman’s search for the secrets of her mother’s past leads her to a gas station run by four girls in the Midwest during World War II.,https://storage.googleapis.com/du-prd/books/images/9781400065943.jpg,http://www.amazon.com/All-Girl-Filling-Stations-Last-Reunion-ebook/dp/B00CQZ6EKW?tag=NYTBSREV-20,2013-11-24,Combined Print & E-Book Fiction
,ALEXANDER MCCALL SMITH,,,,,,,,THE MINOR ADJUSTMENT BEAUTY SALON,,11.0,0.0,1.0,9780307908148,Pantheon,The 14th installment of the No. 1 Ladies’ Detective Agency series.,https://storage.googleapis.com/du-prd/books/images/9780307908148.jpg,http://www.amazon.com/The-Minor-Adjustment-Beauty-Salon/dp/0307378411?tag=NYTBSREV-20,2013-11-24,Combined Print & E-Book Fiction
,DEAN KOONTZ,,,,,,,,WILDERNESS,,14.0,0.0,1.0,9780804178617,Bantam,"A short story introducing Addison Goodheart, the protagonist of Koontz's forthcoming novel, ""Innocence.""",https://storage.googleapis.com/du-prd/books/images/9780804178617.jpg,http://www.amazon.com/Wilderness-Short-Story-Kindle-Single-ebook/dp/B00FO60HTO?tag=NYTBSREV-20,2013-11-24,Combined Print & E-Book Fiction
,NORA ROBERTS,,,,,,,,DARK WITCH,,1.0,0.0,1.0,9781101626368,Berkley,"In the first book of the Cousins O'Dwyer trilogy, Iona Sheehan moves to Ireland to investigate her family's history.",https://storage.googleapis.com/du-prd/books/images/9781101626368.jpg,http://www.amazon.com/Dark-Witch-Cousins-ODwyer-Trilogy-ebook/dp/B00BC25992?tag=NYTBSREV-20,2013-11-17,Combined Print & E-Book Fiction
,GEORGE R R MARTIN,,,,,,,,A DANCE WITH DRAGONS,,4.0,0.0,10.0,9780553582017,Random House,"After a colossal battle, the Seven Kingdoms face new threats; Book 5 of “A Song of Ice and Fire.”",https://storage.googleapis.com/du-prd/books/images/9780553582017.jpg,http://www.amazon.com/Dance-Dragons-Song-Ice-Fire/dp/0553582011?tag=NYTBSREV-20,2013-11-17,Combined Print & E-Book Fiction
,CHARLAINE HARRIS,,,,,,,,AFTER DEAD,,5.0,0.0,1.0,9781101635988,Ace,A coda to the Sookie Stackhouse novels that inspired “True Blood.”,https://storage.googleapis.com/du-prd/books/images/9781101635988.jpg,http://www.amazon.com/After-Dead-World-Sookie-Stackhouse-ebook/dp/B00BDQ3B4W?tag=NYTBSREV-20,2013-11-17,Combined Print & E-Book Fiction
,DANIELLE STEEL,,,,,,,,WINNERS,,6.0,0.0,1.0,9780345539687,Delacorte,"Six people with intertwined lives, among them an aspiring Olympic skier who is gravely injured, struggle to surmount challenges.",https://storage.googleapis.com/du-prd/books/images/9780385343220.jpg,http://www.amazon.com/Winners-A-Novel-Danielle-Steel-ebook/dp/B00C4BA3UU?tag=NYTBSREV-20,2013-11-17,Combined Print & E-Book Fiction
,CHRISTINA LAUREN,,,,,,,,BEAUTIFUL PLAYER,,7.0,0.0,1.0,9781476751412,Simon & Schuster,"The bookish Hanna has vowed to get out and start dating. And who better to turn her into a sultry siren than her brother’s best friend, Will, a venture capitalist and unapologetic playboy?",https://storage.googleapis.com/du-prd/books/images/9781476751412.jpg,http://www.amazon.com/Beautiful-Player-The-Series-ebook/dp/B00CGYMTUW?tag=NYTBSREV-20,2013-11-17,Combined Print & E-Book Fiction
,JULIA QUINN,,,,,,,,THE SUM OF ALL KISSES,,10.0,0.0,1.0,9780062072931,HarperCollins,Sarah Pleinsworth can’t forgive Hugh Prentice for the duel he fought three years ago that nearly destroyed her family. But first impressions aren't always reliable.,https://storage.googleapis.com/du-prd/books/images/9780062072931.jpg,http://www.amazon.com/The-Sum-Kisses-Julia-Quinn-ebook/dp/B009NF6Z84?tag=NYTBSREV-20,2013-11-17,Combined Print & E-Book Fiction
,LISA SCOTTOLINE,,,,,,,,ACCUSED,,11.0,0.0,1.0,9781250027665,St. Martin's,Mary DiNunzio is now a partner at the all-women Philadelphia law firm of Rosato & Associates.,https://storage.googleapis.com/du-prd/books/images/9781250027658.jpg,http://www.amazon.com/Accused-A-Rosato-Associates-Novel-ebook/dp/B009LRWH3Q?tag=NYTBSREV-20,2013-11-17,Combined Print & E-Book Fiction
,DIANA PALMER,,,,,,,,WYOMING BOLD,,14.0,0.0,1.0,9781460320891,Harlequin,"The former border agent Dalton Kirk has returned to his Wyoming ranch, eager for a little peace — until Merissa, a local eccentric who can glimpse the future, knocks on his door.",https://storage.googleapis.com/du-prd/books/images/9780373777242.jpg,http://www.amazon.com/Wyoming-Bold-Diana-Palmer/dp/0373777248?tag=NYTBSREV-20,2013-11-17,Combined Print & E-Book Fiction
,KAREN KINGSBURY,,,,,,,,FIFTEEN MINUTES,,15.0,0.0,1.0,9781451647068,Howard Books,Fame turns the head of a contestant on a reality TV show. Can he regain what is important in his life?,https://storage.googleapis.com/du-prd/books/images/9781451647068.jpg,http://www.amazon.com/Fifteen-Minutes-Novel-Karen-Kingsbury-ebook/dp/B00A25FBES?tag=NYTBSREV-20,2013-11-17,Combined Print & E-Book Fiction
,JOHN GRISHAM,,,,,,,,SYCAMORE ROW,,1.0,0.0,1.0,9780385537926,Doubleday," A sequel, about race and inheritance, to “A Time to Kill.”",https://storage.googleapis.com/du-prd/books/images/9780385537926.jpg,http://www.amazon.com/Sycamore-Jake-Brigance-John-Grisham/dp/0385537131?tag=NYTBSREV-20,2013-11-10,Combined Print & E-Book Fiction
,WALLY LAMB,,,,,,,,WE ARE WATER,,4.0,0.0,1.0,9780062199027,Harper,"About to marry the woman who is her gallery owner, a divorced artist and mother must confront secrets from her past.",https://storage.googleapis.com/du-prd/books/images/9780062199027.jpg,http://www.amazon.com/We-Are-Water-A-Novel/dp/0061941026?tag=NYTBSREV-20,2013-11-10,Combined Print & E-Book Fiction
,JESSICA SORENSEN,,,,,,,,THE TEMPTATION OF LILA AND ETHAN,,7.0,0.0,1.0,9781455574902,Grand Central,"Lila Summers and Ethan Gregory are close friends, but will they become even closer?",https://storage.googleapis.com/du-prd/books/images/9781455574902.jpg,http://www.amazon.com/Temptation-Lila-Ethan-Ella-Micha-ebook/dp/B00BOTU4JI?tag=NYTBSREV-20,2013-11-10,Combined Print & E-Book Fiction
,ELIZABETH GEORGE,,,,,,,,JUST ONE EVIL ACT,,1.0,0.0,1.0,9780698138285,Dutton,"In the 18th Inspector Lynley novel, Lynley’s partner Barbara Havers searches for a friend’s kidnapped child in Italy.",https://storage.googleapis.com/du-prd/books/images/9780525952961.jpg,http://www.amazon.com/Just-One-Evil-Act-Inspector-ebook/dp/B00C5R7H8O?tag=NYTBSREV-20,2013-11-03,Combined Print & E-Book Fiction
,SCOTT TUROW,,,,,,,,IDENTICAL,,2.0,0.0,1.0,9781455527212,Grand Central,"Paul Giannis, running for mayor of Kindle County, is accused of having played a role in the murder of his identical twin brother’s girlfriend — for which his brother, Cass, has already served time.",https://storage.googleapis.com/du-prd/books/images/9781455527212.jpg,http://www.amazon.com/Identical-Scott-Turow-ebook/dp/B00BAXFZV0?tag=NYTBSREV-20,2013-11-03,Combined Print & E-Book Fiction
,KRISTIN HANNAH,,,,,,,,BETWEEN SISTERS,,5.0,0.0,1.0,9780345464248,Ballantine,Estranged sisters reunite.,https://storage.googleapis.com/du-prd/books/images/9780345464248.jpg,http://www.amazon.com/Between-Sisters-Hannah-Kristin-ebook/dp/B000FBFNT2?tag=NYTBSREV-20,2013-11-03,Combined Print & E-Book Fiction
,HELEN FIELDING,,,,,,,,BRIDGET JONES: MAD ABOUT THE BOY,,6.0,0.0,1.0,9780385350877,Knopf,"Bridget, now 51 and a mother and widow, is once again looking for love.",https://storage.googleapis.com/du-prd/books/images/9780385350860.jpg,http://www.amazon.com/Bridget-Jones-About-Vintage-Contemporaries-ebook/dp/B00CNQ7CRI?tag=NYTBSREV-20,2013-11-03,Combined Print & E-Book Fiction
,JO NESBO,,,,,,,,POLICE,,10.0,0.0,1.0,9780307960504,Knopf,A serial killer is targeting Oslo police officers; is Harry Hole still alive?,https://storage.googleapis.com/du-prd/books/images/9780307960498.jpg,http://www.amazon.com/Police-A-Harry-Hole-Novel-ebook/dp/B00DPTK4D6?tag=NYTBSREV-20,2013-11-03,Combined Print & E-Book Fiction
,JC REED,,,,,,,,TREASURE YOUR LOVE,,11.0,0.0,1.0,A00B00FVAKOY6,J.C. Reed,"Continuing the story of Brooke Stewart and Jett Mayfield begun in ""Surrender Your Love"" and ""Conquer Your Love.""",https://storage.googleapis.com/du-prd/books/images/A00B00FVAKOY6.jpg,http://www.amazon.com/Treasure-Your-Love-J-C-Reed-ebook/dp/B00FVAKOY6?tag=NYTBSREV-20,2013-11-03,Combined Print & E-Book Fiction
,ANNE RICE,,,,,,,,THE WOLVES OF MIDWINTER,,14.0,0.0,1.0,9780385349970,Knopf,"The second book of Rice’s Wolf Gift Chronicles, about a new species, the morphenkind. ",https://storage.googleapis.com/du-prd/books/images/9780385349970.jpg,http://www.amazon.com/The-Wolves-Midwinter-Wolf-Chronicles-ebook/dp/B00CGI3DZI?tag=NYTBSREV-20,2013-11-03,Combined Print & E-Book Fiction
,JOHN SANDFORD,,,,,,,,STORM FRONT,,1.0,0.0,1.0,9781101636466,Putnam,The Minnesota investigator Virgil Flowers becomes involved in the hunt for an ancient inscribed stone smuggled out of the Middle East.,https://storage.googleapis.com/du-prd/books/images/9780399159305.jpg,http://www.amazon.com/Storm-Front-Virgil-Flowers-Novel-ebook/dp/B00C5R7I9C?tag=NYTBSREV-20,2013-10-27,Combined Print & E-Book Fiction
,STUART WOODS,,,,,,,,DOING HARD TIME,,2.0,0.0,1.0,9781101615867,Putnam,The New York lawyer Stone Barrington teams up with a rogue former C.I.A. agent and heads West to protect Barrington’s son and his friends from Russian assassins.,https://storage.googleapis.com/du-prd/books/images/9781101615867.jpg,http://www.amazon.com/Doing-Hard-Time-Stone-Barrington/dp/0451466861?tag=NYTBSREV-20,2013-10-27,Combined Print & E-Book Fiction
,DEBBIE MACOMBER,,,,,,,,STARRY NIGHT,,7.0,0.0,1.0,9780345545527,Ballantine,"At Christmastime, a big-city columnist sets out to interview a reclusive author in Alaska.",https://storage.googleapis.com/du-prd/books/images/9780345545527.jpg,http://www.amazon.com/Starry-Night-A-Christmas-Novel-ebook/dp/B00CQZ655Q?tag=NYTBSREV-20,2013-10-27,Combined Print & E-Book Fiction
,DAVE EGGERS,,,,,,,,THE CIRCLE,,11.0,0.0,1.0,9780385351409,Knopf/McSweeney’s,A dystopian novel about life on the campus of a powerful Internet company.,https://storage.googleapis.com/du-prd/books/images/9780345807298.jpg,http://www.amazon.com/The-Circle-Vintage-Dave-Eggers/dp/0345807294?tag=NYTBSREV-20,2013-10-27,Combined Print & E-Book Fiction
,VI KEELAND,,,,,,,,WORTH THE FIGHT,,12.0,0.0,1.0,A00B00FLG5B9S,Vi Keeland,A hard-bodied mixed martial arts fighter and a steady lawyer have a lot more in common than they bargained for.,https://storage.googleapis.com/du-prd/books/images/A00B00FLG5B9S.jpg,http://www.amazon.com/Worth-Fight-MMA-Fighter-Book-ebook/dp/B00FLG5B9S?tag=NYTBSREV-20,2013-10-27,Combined Print & E-Book Fiction
